번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,상세영업상태변경일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,객실수
713,숙박업,03_11_00_P,6500000,SAMPLE-00713,20141116,1,영업/정상,01,영업/정상,,20141116,제주특별자치도 서귀포시 성산읍 884,제주특별자치도 서귀포시 표본로 272,[샘플]성산읍숙소0713,,4
714,농어촌민박업,03_11_00_P,6500000,SAMPLE-00714,20260219,1,영업/정상,01,영업/정상,,20260219,제주특별자치도 제주시 이도이동 1785,제주특별자치도 제주시 표본로 229,[샘플]이도이동숙소0714,,9
715,농어촌민박업,03_11_00_P,6500000,SAMPLE-00715,20210515,1,영업/정상,01,영업/정상,,20210515,제주특별자치도 제주시 이도이동 208,제주특별자치도 제주시 표본로 155,[샘플]이도이동숙소0715,,5
716,숙박업,03_11_00_P,6500000,SAMPLE-00716,20140119,3,폐업,01,폐업,20231018,20231018,제주특별자치도 제주시 구좌읍 1249,제주특별자치도 제주시 표본로 240,[샘플]구좌읍숙소0716,,3
717,농어촌민박업,03_11_00_P,6500000,SAMPLE-00717,20191204,1,영업/정상,01,영업/정상,,20191204,제주특별자치도 서귀포시 안덕면 1955,제주특별자치도 서귀포시 표본로 137,[샘플]안덕면숙소0717,,9
718,숙박업,03_11_00_P,6500000,SAMPLE-00718,20211018,3,폐업,01,폐업,20260424,20260424,제주특별자치도 제주시 삼양동 902,제주특별자치도 제주시 표본로 233,[샘플]삼양동숙소0718,,12
719,농어촌민박업,03_11_00_P,6500000,SAMPLE-00719,20220805,1,영업/정상,01,영업/정상,,20220805,제주특별자치도 서귀포시 남원읍 1289,제주특별자치도 서귀포시 표본로 126,[샘플]남원읍숙소0719,,2
720,농어촌민박업,03_11_00_P,6500000,SAMPLE-00720,20150419,3,폐업,01,폐업,20181230,20181230,제주특별자치도 서귀포시 안덕면 438,제주특별자치도 서귀포시 표본로 244,[샘플]안덕면숙소0720,,2
721,숙박업,03_11_00_P,6500000,SAMPLE-00721,20160722,1,영업/정상,01,영업/정상,,20160722,제주특별자치도 서귀포시 동홍동 233,제주특별자치도 서귀포시 표본로 262,[샘플]동홍동숙소0721,,1
722,농어촌민박업,03_11_00_P,6500000,SAMPLE-00722,20180308,1,영업/정상,01,영업/정상,,20180308,제주특별자치도 서귀포시 중문동 647,제주특별자치도 서귀포시 표본로 168,[샘플]중문동숙소0722,,9
723,농어촌민박업,03_11_00_P,6500000,SAMPLE-00723,20150227,1,영업/정상,01,영업/정상,,20150227,제주특별자치도 서귀포시 대정읍 1131,제주특별자치도 서귀포시 표본로 165,[샘플]대정읍숙소0723,,4
724,농어촌민박업,03_11_00_P,6500000,SAMPLE-00724,20160704,1,영업/정상,01,영업/정상,,20160704,제주특별자치도 서귀포시 서홍동 1770,제주특별자치도 서귀포시 표본로 211,[샘플]서홍동숙소0724,,8
725,농어촌민박업,03_11_00_P,6500000,SAMPLE-00725,20211111,1,영업/정상,01,영업/정상,,20211111,제주특별자치도 제주시 한경면 1878,제주특별자치도 제주시 표본로 259,[샘플]한경면숙소0725,,6
726,농어촌민박업,03_11_00_P,6500000,SAMPLE-00726,20150918,3,폐업,01,폐업,20220801,20220801,제주특별자치도 제주시 한경면 1798,제주특별자치도 제주시 표본로 17,[샘플]한경면숙소0726,,11
727,농어촌민박업,03_11_00_P,6500000,SAMPLE-00727,20180626,1,영업/정상,01,영업/정상,,20180626,제주특별자치도 제주시 노형동 65,제주특별자치도 제주시 표본로 2,[샘플]노형동숙소0727,,10
728,농어촌민박업,03_11_00_P,6500000,SAMPLE-00728,20170608,3,폐업,01,폐업,20250517,20250517,제주특별자치도 서귀포시 대정읍 933,제주특별자치도 서귀포시 표본로 113,[샘플]대정읍숙소0728,,4
729,숙박업,03_11_00_P,6500000,SAMPLE-00729,20120225,1,영업/정상,01,영업/정상,,20120225,제주특별자치도 서귀포시 동홍동 1747,제주특별자치도 서귀포시 표본로 184,[샘플]동홍동숙소0729,,5
730,농어촌민박업,03_11_00_P,6500000,SAMPLE-00730,20160427,3,폐업,01,폐업,20200316,20200316,제주특별자치도 서귀포시 서홍동 461,제주특별자치도 서귀포시 표본로 225,[샘플]서홍동숙소0730,,7
731,농어촌민박업,03_11_00_P,6500000,SAMPLE-00731,20250204,1,영업/정상,01,영업/정상,,20250204,제주특별자치도 제주시 일도이동 871,제주특별자치도 제주시 표본로 183,[샘플]일도이동숙소0731,,12
732,숙박업,03_11_00_P,6500000,SAMPLE-00732,20171231,1,영업/정상,01,영업/정상,,20171231,제주특별자치도 서귀포시 동홍동 903,제주특별자치도 서귀포시 표본로 90,[샘플]동홍동숙소0732,,12
733,농어촌민박업,03_11_00_P,6500000,SAMPLE-00733,20211101,1,영업/정상,01,영업/정상,,20211101,제주특별자치도 제주시 조천읍 1537,제주특별자치도 제주시 표본로 79,[샘플]조천읍숙소0733,,9
734,숙박업,03_11_00_P,6500000,SAMPLE-00734,20260120,1,영업/정상,01,영업/정상,,20260120,제주특별자치도 제주시 이도이동 1005,제주특별자치도 제주시 표본로 21,[샘플]이도이동숙소0734,,11
735,숙박업,03_11_00_P,6500000,SAMPLE-00735,20250707,1,영업/정상,01,영업/정상,,20250707,제주특별자치도 제주시 구좌읍 1247,제주특별자치도 제주시 표본로 70,[샘플]구좌읍숙소0735,,5
736,관광숙박업,03_11_00_P,6500000,SAMPLE-00736,20120627,1,영업/정상,01,영업/정상,,20120627,제주특별자치도 제주시 일도이동 964,제주특별자치도 제주시 표본로 221,[샘플]일도이동숙소0736,,8
737,숙박업,03_11_00_P,6500000,SAMPLE-00737,20170325,1,영업/정상,01,영업/정상,,20170325,제주특별자치도 제주시 조천읍 1857,제주특별자치도 제주시 표본로 284,[샘플]조천읍숙소0737,,12
738,관광숙박업,03_11_00_P,6500000,SAMPLE-00738,20250923,1,영업/정상,01,영업/정상,,20250923,제주특별자치도 제주시 노형동 1299,제주특별자치도 제주시 표본로 113,[샘플]노형동숙소0738,,4
739,숙박업,03_11_00_P,6500000,SAMPLE-00739,20200927,1,영업/정상,01,영업/정상,,20200927,제주특별자치도 서귀포시 동홍동 721,제주특별자치도 서귀포시 표본로 60,[샘플]동홍동숙소0739,,8
740,관광숙박업,03_11_00_P,6500000,SAMPLE-00740,20130225,1,영업/정상,01,영업/정상,,20130225,제주특별자치도 제주시 노형동 1141,제주특별자치도 제주시 표본로 29,[샘플]노형동숙소0740,,2
741,숙박업,03_11_00_P,6500000,SAMPLE-00741,20151220,1,영업/정상,01,영업/정상,,20151220,제주특별자치도 제주시 구좌읍 979,제주특별자치도 제주시 표본로 66,[샘플]구좌읍숙소0741,,6
742,관광숙박업,03_11_00_P,6500000,SAMPLE-00742,20240902,1,영업/정상,01,영업/정상,,20240902,제주특별자치도 서귀포시 서홍동 441,제주특별자치도 서귀포시 표본로 242,[샘플]서홍동숙소0742,,8
743,농어촌민박업,03_11_00_P,6500000,SAMPLE-00743,20210114,1,영업/정상,01,영업/정상,,20210114,제주특별자치도 서귀포시 안덕면 1639,제주특별자치도 서귀포시 표본로 69,[샘플]안덕면숙소0743,,10
744,숙박업,03_11_00_P,6500000,SAMPLE-00744,20120327,1,영업/정상,01,영업/정상,,20120327,제주특별자치도 서귀포시 대정읍 8,제주특별자치도 서귀포시 표본로 281,[샘플]대정읍숙소0744,,2
745,숙박업,03_11_00_P,6500000,SAMPLE-00745,20160709,1,영업/정상,01,영업/정상,,20160709,제주특별자치도 서귀포시 성산읍 1340,제주특별자치도 서귀포시 표본로 238,[샘플]성산읍숙소0745,,9
746,농어촌민박업,03_11_00_P,6500000,SAMPLE-00746,20210311,3,폐업,01,폐업,20260819,20260819,제주특별자치도 제주시 일도이동 1657,제주특별자치도 제주시 표본로 222,[샘플]일도이동숙소0746,,12
747,농어촌민박업,03_11_00_P,6500000,SAMPLE-00747,20230916,1,영업/정상,01,영업/정상,,20230916,제주특별자치도 제주시 한경면 661,제주특별자치도 제주시 표본로 60,[샘플]한경면숙소0747,,3
748,농어촌민박업,03_11_00_P,6500000,SAMPLE-00748,20210203,1,영업/정상,01,영업/정상,,20210203,제주특별자치도 제주시 연동 252,제주특별자치도 제주시 표본로 222,[샘플]연동숙소0748,,3
749,농어촌민박업,03_11_00_P,6500000,SAMPLE-00749,20161027,1,영업/정상,01,영업/정상,,20161027,제주특별자치도 제주시 이도이동 981,제주특별자치도 제주시 표본로 259,[샘플]이도이동숙소0749,,10
750,숙박업,03_11_00_P,6500000,SAMPLE-00750,20200325,3,폐업,01,폐업,20200924,20200924,제주특별자치도 서귀포시 안덕면 421,제주특별자치도 서귀포시 표본로 174,[샘플]안덕면숙소0750,,12
751,숙박업,03_11_00_P,6500000,SAMPLE-00751,20150928,1,영업/정상,01,영업/정상,,20150928,제주특별자치도 서귀포시 대륜동 1101,제주특별자치도 서귀포시 표본로 136,[샘플]대륜동숙소0751,,11
752,농어촌민박업,03_11_00_P,6500000,SAMPLE-00752,20190619,3,폐업,01,폐업,20230427,20230427,제주특별자치도 서귀포시 남원읍 1227,제주특별자치도 서귀포시 표본로 71,[샘플]남원읍숙소0752,,9
753,농어촌민박업,03_11_00_P,6500000,SAMPLE-00753,20260715,1,영업/정상,01,영업/정상,,20260715,제주특별자치도 제주시 이도이동 1396,제주특별자치도 제주시 표본로 68,[샘플]이도이동숙소0753,,6
754,농어촌민박업,03_11_00_P,6500000,SAMPLE-00754,20240104,1,영업/정상,01,영업/정상,,20240104,제주특별자치도 서귀포시 대정읍 80,제주특별자치도 서귀포시 표본로 156,[샘플]대정읍숙소0754,,3
755,숙박업,03_11_00_P,6500000,SAMPLE-00755,20130521,3,폐업,01,폐업,20170706,20170706,제주특별자치도 서귀포시 남원읍 847,제주특별자치도 서귀포시 표본로 120,[샘플]남원읍숙소0755,,3
756,농어촌민박업,03_11_00_P,6500000,SAMPLE-00756,20200831,1,영업/정상,01,영업/정상,,20200831,제주특별자치도 제주시 일도이동 272,제주특별자치도 제주시 표본로 198,[샘플]일도이동숙소0756,,5
757,숙박업,03_11_00_P,6500000,SAMPLE-00757,20160906,1,영업/정상,01,영업/정상,,20160906,제주특별자치도 서귀포시 남원읍 1235,제주특별자치도 서귀포시 표본로 235,[샘플]남원읍숙소0757,,4
758,농어촌민박업,03_11_00_P,6500000,SAMPLE-00758,20121223,1,영업/정상,01,영업/정상,,20121223,제주특별자치도 제주시 일도이동 1285,제주특별자치도 제주시 표본로 121,[샘플]일도이동숙소0758,,9
759,농어촌민박업,03_11_00_P,6500000,SAMPLE-00759,20241118,1,영업/정상,01,영업/정상,,20241118,제주특별자치도 제주시 노형동 142,제주특별자치도 제주시 표본로 77,[샘플]노형동숙소0759,,5
760,농어촌민박업,03_11_00_P,6500000,SAMPLE-00760,20230201,1,영업/정상,01,영업/정상,,20230201,제주특별자치도 제주시 한림읍 1224,제주특별자치도 제주시 표본로 16,[샘플]한림읍숙소0760,,9
761,농어촌민박업,03_11_00_P,6500000,SAMPLE-00761,20230113,3,폐업,01,폐업,20260330,20260330,제주특별자치도 서귀포시 대정읍 478,제주특별자치도 서귀포시 표본로 280,[샘플]대정읍숙소0761,,3
762,농어촌민박업,03_11_00_P,6500000,SAMPLE-00762,20111104,1,영업/정상,01,영업/정상,,20111104,제주특별자치도 서귀포시 중문동 414,제주특별자치도 서귀포시 표본로 234,[샘플]중문동숙소0762,,9
763,농어촌민박업,03_11_00_P,6500000,SAMPLE-00763,20180622,1,영업/정상,01,영업/정상,,20180622,제주특별자치도 제주시 노형동 1036,제주특별자치도 제주시 표본로 270,[샘플]노형동숙소0763,,9
764,숙박업,03_11_00_P,6500000,SAMPLE-00764,20191029,3,폐업,01,폐업,20240407,20240407,제주특별자치도 제주시 삼양동 210,제주특별자치도 제주시 표본로 108,[샘플]삼양동숙소0764,,10
765,농어촌민박업,03_11_00_P,6500000,SAMPLE-00765,20251025,1,영업/정상,01,영업/정상,,20251025,제주특별자치도 서귀포시 표선면 9,제주특별자치도 서귀포시 표본로 282,[샘플]표선면숙소0765,,3
766,농어촌민박업,03_11_00_P,6500000,SAMPLE-00766,20151012,1,영업/정상,01,영업/정상,,20151012,제주특별자치도 제주시 노형동 1970,제주특별자치도 제주시 표본로 251,[샘플]노형동숙소0766,,6
767,농어촌민박업,03_11_00_P,6500000,SAMPLE-00767,20201209,3,폐업,01,폐업,20220506,20220506,제주특별자치도 서귀포시 남원읍 1940,제주특별자치도 서귀포시 표본로 83,[샘플]남원읍숙소0767,,10
768,농어촌민박업,03_11_00_P,6500000,SAMPLE-00768,20210801,1,영업/정상,01,영업/정상,,20210801,제주특별자치도 제주시 한림읍 1712,제주특별자치도 제주시 표본로 121,[샘플]한림읍숙소0768,,7
769,농어촌민박업,03_11_00_P,6500000,SAMPLE-00769,20211120,1,영업/정상,01,영업/정상,,20211120,제주특별자치도 서귀포시 안덕면 1562,제주특별자치도 서귀포시 표본로 65,[샘플]안덕면숙소0769,,5
770,농어촌민박업,03_11_00_P,6500000,SAMPLE-00770,20220327,1,영업/정상,01,영업/정상,,20220327,제주특별자치도 제주시 조천읍 1366,제주특별자치도 제주시 표본로 127,[샘플]조천읍숙소0770,,11
771,농어촌민박업,03_11_00_P,6500000,SAMPLE-00771,20131206,3,폐업,01,폐업,20211023,20211023,제주특별자치도 제주시 삼양동 136,제주특별자치도 제주시 표본로 179,[샘플]삼양동숙소0771,,7
772,농어촌민박업,03_11_00_P,6500000,SAMPLE-00772,20200807,1,영업/정상,01,영업/정상,,20200807,제주특별자치도 제주시 구좌읍 344,제주특별자치도 제주시 표본로 157,[샘플]구좌읍숙소0772,,11
773,농어촌민박업,03_11_00_P,6500000,SAMPLE-00773,20180815,1,영업/정상,01,영업/정상,,20180815,제주특별자치도 서귀포시 성산읍 1010,제주특별자치도 서귀포시 표본로 290,[샘플]성산읍숙소0773,,10
774,농어촌민박업,03_11_00_P,6500000,SAMPLE-00774,20210305,1,영업/정상,01,영업/정상,,20210305,제주특별자치도 서귀포시 남원읍 1849,제주특별자치도 서귀포시 표본로 42,[샘플]남원읍숙소0774,,2
775,관광숙박업,03_11_00_P,6500000,SAMPLE-00775,20190312,1,영업/정상,01,영업/정상,,20190312,제주특별자치도 제주시 구좌읍 206,제주특별자치도 제주시 표본로 133,[샘플]구좌읍숙소0775,,12
776,농어촌민박업,03_11_00_P,6500000,SAMPLE-00776,20200918,1,영업/정상,01,영업/정상,,20200918,제주특별자치도 제주시 조천읍 1362,제주특별자치도 제주시 표본로 51,[샘플]조천읍숙소0776,,2
777,농어촌민박업,03_11_00_P,6500000,SAMPLE-00777,20240326,1,영업/정상,01,영업/정상,,20240326,제주특별자치도 서귀포시 서홍동 1236,제주특별자치도 서귀포시 표본로 148,[샘플]서홍동숙소0777,,11
778,숙박업,03_11_00_P,6500000,SAMPLE-00778,20190315,1,영업/정상,01,영업/정상,,20190315,제주특별자치도 제주시 애월읍 1678,제주특별자치도 제주시 표본로 277,[샘플]애월읍숙소0778,,3
779,관광숙박업,03_11_00_P,6500000,SAMPLE-00779,20141229,1,영업/정상,01,영업/정상,,20141229,제주특별자치도 제주시 일도이동 505,제주특별자치도 제주시 표본로 54,[샘플]일도이동숙소0779,,6
780,관광숙박업,03_11_00_P,6500000,SAMPLE-00780,20160225,3,폐업,01,폐업,20200801,20200801,제주특별자치도 제주시 구좌읍 980,제주특별자치도 제주시 표본로 105,[샘플]구좌읍숙소0780,,6
781,농어촌민박업,03_11_00_P,6500000,SAMPLE-00781,20230807,1,영업/정상,01,영업/정상,,20230807,제주특별자치도 제주시 일도이동 493,제주특별자치도 제주시 표본로 253,[샘플]일도이동숙소0781,,2
782,농어촌민박업,03_11_00_P,6500000,SAMPLE-00782,20210917,1,영업/정상,01,영업/정상,,20210917,제주특별자치도 서귀포시 남원읍 1545,제주특별자치도 서귀포시 표본로 256,[샘플]남원읍숙소0782,,12
783,숙박업,03_11_00_P,6500000,SAMPLE-00783,20170711,3,폐업,01,폐업,20191015,20191015,제주특별자치도 서귀포시 성산읍 13,제주특별자치도 서귀포시 표본로 51,[샘플]성산읍숙소0783,,10
784,숙박업,03_11_00_P,6500000,SAMPLE-00784,20140304,3,폐업,01,폐업,20160720,20160720,제주특별자치도 제주시 한경면 738,제주특별자치도 제주시 표본로 13,[샘플]한경면숙소0784,,10
785,숙박업,03_11_00_P,6500000,SAMPLE-00785,20220308,3,폐업,01,폐업,20250814,20250814,제주특별자치도 제주시 한림읍 293,제주특별자치도 제주시 표본로 116,[샘플]한림읍숙소0785,,9
786,숙박업,03_11_00_P,6500000,SAMPLE-00786,20230214,1,영업/정상,01,영업/정상,,20230214,제주특별자치도 서귀포시 서홍동 1345,제주특별자치도 서귀포시 표본로 248,[샘플]서홍동숙소0786,,5
787,농어촌민박업,03_11_00_P,6500000,SAMPLE-00787,20231220,1,영업/정상,01,영업/정상,,20231220,제주특별자치도 서귀포시 대륜동 1610,제주특별자치도 서귀포시 표본로 70,[샘플]대륜동숙소0787,,4
788,숙박업,03_11_00_P,6500000,SAMPLE-00788,20210119,1,영업/정상,01,영업/정상,,20210119,제주특별자치도 서귀포시 동홍동 294,제주특별자치도 서귀포시 표본로 188,[샘플]동홍동숙소0788,,4
789,농어촌민박업,03_11_00_P,6500000,SAMPLE-00789,20230306,3,폐업,01,폐업,20250214,20250214,제주특별자치도 제주시 연동 1581,제주특별자치도 제주시 표본로 22,[샘플]연동숙소0789,,3
790,농어촌민박업,03_11_00_P,6500000,SAMPLE-00790,20170206,3,폐업,01,폐업,20170909,20170909,제주특별자치도 제주시 노형동 21,제주특별자치도 제주시 표본로 205,[샘플]노형동숙소0790,,7
791,숙박업,03_11_00_P,6500000,SAMPLE-00791,20171031,3,폐업,01,폐업,20260130,20260130,제주특별자치도 서귀포시 안덕면 280,제주특별자치도 서귀포시 표본로 287,[샘플]안덕면숙소0791,,7
792,농어촌민박업,03_11_00_P,6500000,SAMPLE-00792,20230305,1,영업/정상,01,영업/정상,,20230305,제주특별자치도 제주시 노형동 1536,제주특별자치도 제주시 표본로 278,[샘플]노형동숙소0792,,9
793,숙박업,03_11_00_P,6500000,SAMPLE-00793,20130201,1,영업/정상,01,영업/정상,,20130201,제주특별자치도 서귀포시 동홍동 1856,제주특별자치도 서귀포시 표본로 139,[샘플]동홍동숙소0793,,5
794,숙박업,03_11_00_P,6500000,SAMPLE-00794,20210514,1,영업/정상,01,영업/정상,,20210514,제주특별자치도 제주시 일도이동 63,제주특별자치도 제주시 표본로 54,[샘플]일도이동숙소0794,,1
795,농어촌민박업,03_11_00_P,6500000,SAMPLE-00795,20240917,1,영업/정상,01,영업/정상,,20240917,제주특별자치도 서귀포시 성산읍 91,제주특별자치도 서귀포시 표본로 277,[샘플]성산읍숙소0795,,8
796,농어촌민박업,03_11_00_P,6500000,SAMPLE-00796,20230710,3,폐업,01,폐업,20250228,20250228,제주특별자치도 서귀포시 남원읍 818,제주특별자치도 서귀포시 표본로 196,[샘플]남원읍숙소0796,,6
797,관광숙박업,03_11_00_P,6500000,SAMPLE-00797,20260715,1,영업/정상,01,영업/정상,,20260715,제주특별자치도 제주시 구좌읍 499,제주특별자치도 제주시 표본로 101,[샘플]구좌읍숙소0797,,6
798,숙박업,03_11_00_P,6500000,SAMPLE-00798,20220206,3,폐업,01,폐업,20230102,20230102,제주특별자치도 제주시 노형동 61,제주특별자치도 제주시 표본로 268,[샘플]노형동숙소0798,,3
799,농어촌민박업,03_11_00_P,6500000,SAMPLE-00799,20120920,3,폐업,01,폐업,20170318,20170318,제주특별자치도 서귀포시 중문동 1029,제주특별자치도 서귀포시 표본로 277,[샘플]중문동숙소0799,,2
800,농어촌민박업,03_11_00_P,6500000,SAMPLE-00800,20170922,1,영업/정상,01,영업/정상,,20170922,제주특별자치도 서귀포시 대정읍 130,제주특별자치도 서귀포시 표본로 69,[샘플]대정읍숙소0800,,10
801,농어촌민박업,03_11_00_P,6500000,SAMPLE-00801,20250807,1,영업/정상,01,영업/정상,,20250807,제주특별자치도 제주시 연동 1559,제주특별자치도 제주시 표본로 110,[샘플]연동숙소0801,,5
802,관광숙박업,03_11_00_P,6500000,SAMPLE-00802,20160127,1,영업/정상,01,영업/정상,,20160127,제주특별자치도 제주시 한림읍 1366,제주특별자치도 제주시 표본로 138,[샘플]한림읍숙소0802,,4
803,숙박업,03_11_00_P,6500000,SAMPLE-00803,20171216,3,폐업,01,폐업,20200512,20200512,제주특별자치도 서귀포시 대정읍 758,제주특별자치도 서귀포시 표본로 36,[샘플]대정읍숙소0803,,6
804,농어촌민박업,03_11_00_P,6500000,SAMPLE-00804,20121010,3,폐업,01,폐업,20140430,20140430,제주특별자치도 서귀포시 중문동 1275,제주특별자치도 서귀포시 표본로 258,[샘플]중문동숙소0804,,5
805,숙박업,03_11_00_P,6500000,SAMPLE-00805,20150930,1,영업/정상,01,영업/정상,,20150930,제주특별자치도 서귀포시 대정읍 1458,제주특별자치도 서귀포시 표본로 160,[샘플]대정읍숙소0805,,7
806,숙박업,03_11_00_P,6500000,SAMPLE-00806,20240911,1,영업/정상,01,영업/정상,,20240911,제주특별자치도 제주시 애월읍 1284,제주특별자치도 제주시 표본로 242,[샘플]애월읍숙소0806,,8
807,숙박업,03_11_00_P,6500000,SAMPLE-00807,20220620,1,영업/정상,01,영업/정상,,20220620,제주특별자치도 제주시 일도이동 547,제주특별자치도 제주시 표본로 80,[샘플]일도이동숙소0807,,6
808,농어촌민박업,03_11_00_P,6500000,SAMPLE-00808,20240228,3,영업/정상,01,휴업,,20240228,제주특별자치도 제주시 애월읍 641,제주특별자치도 제주시 표본로 176,[샘플]애월읍숙소0808,,8
809,농어촌민박업,03_11_00_P,6500000,SAMPLE-00809,20200719,1,영업/정상,01,영업/정상,,20200719,제주특별자치도 서귀포시 남원읍 1159,제주특별자치도 서귀포시 표본로 144,[샘플]남원읍숙소0809,,6
810,농어촌민박업,03_11_00_P,6500000,SAMPLE-00810,20220812,1,영업/정상,01,영업/정상,,20220812,제주특별자치도 제주시 연동 1621,제주특별자치도 제주시 표본로 79,[샘플]연동숙소0810,,12
811,숙박업,03_11_00_P,6500000,SAMPLE-00811,20251127,1,영업/정상,01,영업/정상,,20251127,제주특별자치도 서귀포시 대륜동 502,제주특별자치도 서귀포시 표본로 197,[샘플]대륜동숙소0811,,8
812,숙박업,03_11_00_P,6500000,SAMPLE-00812,20201207,1,영업/정상,01,영업/정상,,20201207,제주특별자치도 제주시 일도이동 196,제주특별자치도 제주시 표본로 100,[샘플]일도이동숙소0812,,9
813,농어촌민박업,03_11_00_P,6500000,SAMPLE-00813,20120728,3,폐업,01,폐업,20210227,20210227,제주특별자치도 서귀포시 대정읍 117,제주특별자치도 서귀포시 표본로 74,[샘플]대정읍숙소0813,,8
814,농어촌민박업,03_11_00_P,6500000,SAMPLE-00814,20200610,3,폐업,01,폐업,20220201,20220201,제주특별자치도 제주시 구좌읍 363,제주특별자치도 제주시 표본로 238,[샘플]구좌읍숙소0814,,9
815,농어촌민박업,03_11_00_P,6500000,SAMPLE-00815,20160517,1,영업/정상,01,영업/정상,,20160517,제주특별자치도 제주시 이도이동 1750,제주특별자치도 제주시 표본로 244,[샘플]이도이동숙소0815,,2
816,농어촌민박업,03_11_00_P,6500000,SAMPLE-00816,20180807,1,영업/정상,01,영업/정상,,20180807,제주특별자치도 제주시 한경면 254,제주특별자치도 제주시 표본로 171,[샘플]한경면숙소0816,,5
817,숙박업,03_11_00_P,6500000,SAMPLE-00817,20150605,3,폐업,01,폐업,20231229,20231229,제주특별자치도 제주시 애월읍 913,제주특별자치도 제주시 표본로 128,[샘플]애월읍숙소0817,,8
818,농어촌민박업,03_11_00_P,6500000,SAMPLE-00818,20170114,3,폐업,01,폐업,20220826,20220826,제주특별자치도 제주시 연동 959,제주특별자치도 제주시 표본로 58,[샘플]연동숙소0818,,1
819,숙박업,03_11_00_P,6500000,SAMPLE-00819,20240629,1,영업/정상,01,영업/정상,,20240629,제주특별자치도 제주시 한경면 1343,제주특별자치도 제주시 표본로 266,[샘플]한경면숙소0819,,3
820,농어촌민박업,03_11_00_P,6500000,SAMPLE-00820,20230722,1,영업/정상,01,영업/정상,,20230722,제주특별자치도 제주시 일도이동 734,제주특별자치도 제주시 표본로 195,[샘플]일도이동숙소0820,,2
821,농어촌민박업,03_11_00_P,6500000,SAMPLE-00821,20231225,1,영업/정상,01,영업/정상,,20231225,제주특별자치도 제주시 한림읍 1890,제주특별자치도 제주시 표본로 282,[샘플]한림읍숙소0821,,5
822,숙박업,03_11_00_P,6500000,SAMPLE-00822,20141010,3,폐업,01,폐업,20180313,20180313,제주특별자치도 서귀포시 표선면 102,제주특별자치도 서귀포시 표본로 170,[샘플]표선면숙소0822,,12
823,농어촌민박업,03_11_00_P,6500000,SAMPLE-00823,20131112,1,영업/정상,01,영업/정상,,20131112,제주특별자치도 서귀포시 대정읍 1953,제주특별자치도 서귀포시 표본로 26,[샘플]대정읍숙소0823,,11
824,농어촌민박업,03_11_00_P,6500000,SAMPLE-00824,20180709,3,폐업,01,폐업,20220917,20220917,제주특별자치도 제주시 한경면 227,제주특별자치도 제주시 표본로 136,[샘플]한경면숙소0824,,11
825,농어촌민박업,03_11_00_P,6500000,SAMPLE-00825,20160321,3,폐업,01,폐업,20191122,20191122,제주특별자치도 제주시 일도이동 436,제주특별자치도 제주시 표본로 93,[샘플]일도이동숙소0825,,7
826,농어촌민박업,03_11_00_P,6500000,SAMPLE-00826,20250821,1,영업/정상,01,영업/정상,,20250821,제주특별자치도 서귀포시 중문동 1588,제주특별자치도 서귀포시 표본로 59,[샘플]중문동숙소0826,,2
827,농어촌민박업,03_11_00_P,6500000,SAMPLE-00827,20251015,1,영업/정상,01,영업/정상,,20251015,제주특별자치도 제주시 구좌읍 937,제주특별자치도 제주시 표본로 203,[샘플]구좌읍숙소0827,,11
828,농어촌민박업,03_11_00_P,6500000,SAMPLE-00828,20201012,1,영업/정상,01,영업/정상,,20201012,제주특별자치도 제주시 삼양동 816,제주특별자치도 제주시 표본로 261,[샘플]삼양동숙소0828,,4
829,농어촌민박업,03_11_00_P,6500000,SAMPLE-00829,20170718,3,폐업,01,폐업,20210913,20210913,제주특별자치도 서귀포시 동홍동 10,제주특별자치도 서귀포시 표본로 81,[샘플]동홍동숙소0829,,8
830,농어촌민박업,03_11_00_P,6500000,SAMPLE-00830,20220924,1,영업/정상,01,영업/정상,,20220924,제주특별자치도 제주시 삼양동 925,제주특별자치도 제주시 표본로 15,[샘플]삼양동숙소0830,,10
831,농어촌민박업,03_11_00_P,6500000,SAMPLE-00831,20230612,3,폐업,01,폐업,20260704,20260704,제주특별자치도 서귀포시 남원읍 1160,제주특별자치도 서귀포시 표본로 53,[샘플]남원읍숙소0831,,4
832,농어촌민박업,03_11_00_P,6500000,SAMPLE-00832,20260410,1,영업/정상,01,영업/정상,,20260410,제주특별자치도 서귀포시 대정읍 441,제주특별자치도 서귀포시 표본로 110,[샘플]대정읍숙소0832,,6
833,숙박업,03_11_00_P,6500000,SAMPLE-00833,20170809,1,영업/정상,01,영업/정상,,20170809,제주특별자치도 제주시 삼양동 1869,제주특별자치도 제주시 표본로 115,[샘플]삼양동숙소0833,,8
834,농어촌민박업,03_11_00_P,6500000,SAMPLE-00834,20170613,3,폐업,01,폐업,20250425,20250425,제주특별자치도 서귀포시 성산읍 190,제주특별자치도 서귀포시 표본로 288,[샘플]성산읍숙소0834,,4
835,농어촌민박업,03_11_00_P,6500000,SAMPLE-00835,20220221,1,영업/정상,01,영업/정상,,20220221,제주특별자치도 제주시 연동 1495,제주특별자치도 제주시 표본로 62,[샘플]연동숙소0835,,2
